Surname,Pays,Sexe,Age,Score_Credit,Avoirs,Revenus_annuels,Carte_Platine,Nb_Contrats_Vie,Client_Patrimonial,Anciennete,Resiliation
Ch'en,Spain,Female,42.0,495.0,10000.0,270809.06,0.0,2.0,0.0,22.0,0
Jenks,France,Male,34.0,772.0,10000.0,351961.72,1.0,2.0,0.0,28.0,0
Tretiakova,Spain,Female,,631.0,186323.7,265261.76,1.0,2.0,0.0,7.0,0
Denisov,France,Male,27.0,639.0,10000.0,394494.7,1.0,2.0,0.0,25.0,0
Okechukwu,Spain,Male,19.0,613.0,10000.0,363806.7,1.0,1.0,1.0,16.0,0
Franklin,France,Male,36.0,740.0,354763.6,182960.58,1.0,1.0,1.0,13.0,0
McMillan,France,Male,23.0,680.0,290014.38,73428.16,0.0,1.0,1.0,16.0,0
Chiedozie,Germany,Female,37.0,652.0,300438.6,328265.66,,1.0,0.0,28.0,0
Pagnotto,Spain,Male,48.0,704.0,345995.2,356996.9,1.0,1.0,1.0,25.0,0
Yuryeva,Germany,Female,59.0,668.0,250340.14,110909.6,0.0,1.0,1.0,16.0,0
Hsieh,France,Male,18.0,844.0,331960.06,301872.56,0.0,1.0,0.0,7.0,0
Hsueh,France,Male,39.0,579.0,10000.0,89783.68,0.0,2.0,1.0,16.0,0
Udinesi,France,Male,45.0,679.0,303516.48,106933.78,1.0,1.0,0.0,10.0,0
Onyeorulu,Germany,Male,33.0,724.0,217129.66,252171.44,1.0,2.0,0.0,16.0,0
Bates,Spain,Female,37.0,539.0,271845.62,14373.66,0.0,2.0,0.0,4.0,0
Combes,,Male,34.0,689.0,340624.54,320991.26,1.0,1.0,0.0,4.0,0
Plant,Spain,Female,32.0,765.0,366191.1,104495.12,0.0,1.0,0.0,28.0,0
Sims,France,Female,39.0,670.0,213857.02,188411.08,,1.0,0.0,25.0,0
Howells,France,Female,30.0,466.0,10000.0,397969.2,1.0,1.0,0.0,10.0,0
Ugochukwutubelum,Germany,Female,32.0,594.0,250149.94,335923.58,1.0,2.0,1.0,13.0,0
Hsu,Germany,Female,44.0,850.0,267210.64,352192.4,0.0,1.0,1.0,16.0,0
Butusov,France,,42.0,695.0,252907.26,102749.28,0.0,1.0,0.0,22.0,0
Hsu,,Male,31.0,579.0,289459.08,281630.76,0.0,,1.0,19.0,0
Forbes,France,Male,51.0,568.0,10000.0,143173.12,1.0,3.0,1.0,13.0,0
Sinclair,Spain,Female,33.0,669.0,10000.0,267076.1,0.0,2.0,1.0,25.0,0
Gordon,France,Male,34.0,712.0,10000.0,400104.24,1.0,2.0,1.0,4.0,0
Sorokina,France,,32.0,850.0,,320454.0,0.0,2.0,0.0,22.0,0
Chidiegwu,Germany,Male,45.0,,281654.66,273557.16,1.0,2.0,1.0,1.0,0
Ifeanyichukwu,Germany,Male,31.0,562.0,264474.5,296634.84,0.0,2.0,1.0,13.0,0
Faulk,Germany,,28.0,527.0,257605.96,321693.38,1.0,2.0,1.0,7.0,0
Fomin,Spain,Male,30.0,526.0,10000.0,82502.0,1.0,1.0,0.0,25.0,0
Hudson,Spain,Female,37.0,645.0,10000.0,37179.86,1.0,2.0,0.0,22.0,0
Ch'ien,France,,26.0,,113925.82,101014.48,1.0,2.0,0.0,31.0,0
Parker,France,Female,37.0,798.0,233446.16,176956.24,1.0,1.0,1.0,13.0,0
Somayina,France,Female,46.0,850.0,10000.0,385960.42,1.0,2.0,1.0,10.0,0
Tychonoff,France,Male,37.0,596.0,10000.0,252351.72,0.0,1.0,1.0,7.0,0
Kaeppel,Germany,Female,51.0,628.0,321807.64,152319.68,1.0,2.0,1.0,28.0,0
Raynor,Germany,Female,42.0,732.0,247779.32,184844.3,,2.0,0.0,7.0,0
Toscani,France,Male,36.0,613.0,,176687.46,0.0,1.0,0.0,28.0,0
Norton,Spain,Male,39.0,850.0,10000.0,84180.88,1.0,2.0,1.0,25.0,0
Vida,Germany,Male,26.0,651.0,304074.64,293526.52,0.0,1.0,0.0,,0
Chin,France,Female,32.0,850.0,10000.0,121187.6,1.0,2.0,1.0,25.0,0
Wright,Spain,Male,37.0,788.0,293082.5,142026.54,0.0,1.0,0.0,25.0,0
McGuirk,France,Male,39.0,666.0,,,1.0,2.0,0.0,31.0,0
Sun,France,Female,40.0,654.0,10000.0,345778.2,1.0,2.0,0.0,10.0,0
Tucker,Germany,Female,44.0,644.0,222045.46,307454.84,0.0,,0.0,25.0,0
Efremova,France,Male,34.0,653.0,247677.5,115640.26,1.0,,1.0,,0
Chao,,,42.0,620.0,223841.82,249494.16,0.0,1.0,,13.0,0
Maxwell,France,Female,39.0,541.0,229689.62,,1.0,1.0,0.0,19.0,0
Weaver,Spain,Male,21.0,555.0,10000.0,217802.7,0.0,2.0,0.0,4.0,0
Korovin,Spain,Male,42.0,606.0,,365877.04,1.0,2.0,0.0,31.0,0
Bellucci,France,Female,,647.0,235337.4,255168.58,0.0,1.0,1.0,19.0,0
Morrison,,Female,42.0,706.0,200773.64,,1.0,1.0,1.0,25.0,0
Ryrie,Germany,,38.0,703.0,208335.08,141441.84,1.0,1.0,0.0,28.0,0
Iadanza,Spain,Male,39.0,538.0,255547.0,126934.16,1.0,2.0,1.0,7.0,0
Bellucci,France,Female,38.0,750.0,10000.0,105529.98,1.0,2.0,0.0,4.0,0
Adams,France,Male,32.0,705.0,10000.0,25843.14,1.0,2.0,0.0,22.0,0
Moss,France,Male,30.0,495.0,269511.98,355499.3,0.0,1.0,0.0,31.0,0
Dreyer,France,Female,43.0,732.0,10000.0,141463.06,1.0,2.0,0.0,19.0,0
Wong,Germany,Male,45.0,545.0,197592.84,334642.52,1.0,2.0,1.0,19.0,0
Parkes,Germany,Male,33.0,628.0,,74348.06,1.0,1.0,,25.0,0
Micklem,France,Female,32.0,447.0,10000.0,313631.52,1.0,1.0,1.0,31.0,0
Tai,France,Female,37.0,,10000.0,42806.82,1.0,1.0,1.0,25.0,0
Woods,France,Male,40.0,850.0,163828.42,358366.88,1.0,1.0,0.0,4.0,0
Chiazagomekpere,Germany,Male,23.0,619.0,275450.2,297826.66,1.0,1.0,1.0,16.0,0
Lombardo,France,Female,40.0,689.0,10000.0,248893.28,1.0,2.0,1.0,4.0,0
Alekseeva,France,Female,43.0,513.0,10000.0,314999.6,1.0,2.0,0.0,28.0,0
Nwagugheuzo,France,Male,37.0,734.0,170775.62,164545.24,0.0,1.0,1.0,10.0,0
Ndubueze,France,Male,40.0,573.0,305509.36,230908.92,,1.0,1.0,22.0,0
Mancini,France,Female,30.0,,294951.74,225696.48,1.0,,1.0,28.0,0
Bednall,Spain,Female,42.0,652.0,10000.0,86304.02,1.0,2.0,1.0,13.0,0
Macleod,Spain,Male,54.0,644.0,10000.0,179244.74,0.0,1.0,1.0,19.0,0
Saunders,Germany,Male,29.0,619.0,207911.74,273425.02,0.0,1.0,1.0,13.0,0
Kao,France,Male,42.0,667.0,,126274.84,0.0,,1.0,28.0,0
Oliver,France,Female,32.0,651.0,299163.92,185219.0,1.0,1.0,1.0,25.0,0
Hawkins,France,Female,39.0,693.0,10000.0,294662.78,0.0,,1.0,13.0,0
Perry,Spain,Male,38.0,751.0,10000.0,191679.22,0.0,,0.0,22.0,0
Stephenson,Spain,Male,36.0,634.0,181992.38,41775.36,1.0,1.0,0.0,7.0,0
Jordan,France,Male,31.0,761.0,10000.0,343396.36,1.0,,1.0,22.0,0
Tao,Germany,Female,42.0,601.0,277272.32,216631.48,0.0,1.0,1.0,,0
Pagnotto,Spain,Male,30.0,574.0,250710.0,,1.0,1.0,0.0,,0
Edmondstone,France,Female,41.0,696.0,10000.0,66553.66,0.0,2.0,0.0,25.0,0
Everett,Spain,Female,40.0,678.0,266796.76,347316.6,1.0,1.0,0.0,10.0,0
Kennedy,France,Male,38.0,,10000.0,102352.44,1.0,2.0,0.0,4.0,0
Chukwufumnanya,France,Male,39.0,519.0,235914.52,205186.32,1.0,2.0,0.0,7.0,0
Toomey,Spain,Female,38.0,845.0,235607.84,369263.7,1.0,1.0,0.0,7.0,0
Marsh,France,Male,39.0,,290473.96,,0.0,1.0,1.0,28.0,0
Bogolyubova,France,Male,44.0,696.0,333779.58,161124.94,0.0,1.0,0.0,25.0,0
Trevisani,Germany,Male,41.0,,251173.08,50982.3,0.0,1.0,1.0,25.0,0
Niu,Spain,Male,27.0,659.0,10000.0,208683.74,1.0,2.0,0.0,13.0,0
Martel,Spain,Male,30.0,660.0,10000.0,268298.12,1.0,2.0,0.0,,0
Owens,France,Female,28.0,774.0,152528.04,,0.0,2.0,1.0,4.0,0
Campbell,Spain,Female,37.0,806.0,285588.36,160464.04,0.0,,1.0,7.0,0
Kirwan,Spain,Female,42.0,601.0,203527.78,408485.3,1.0,1.0,1.0,13.0,0
Chao,Germany,Female,74.0,461.0,382890.62,403535.66,1.0,2.0,1.0,4.0,0
Esomchi,France,,66.0,592.0,309900.38,162535.18,1.0,1.0,1.0,16.0,0
Brim,Spain,Female,66.0,532.0,10000.0,240454.04,1.0,1.0,1.0,10.0,0
Hargreaves,Germany,Male,39.0,583.0,215890.02,115723.78,0.0,1.0,0.0,25.0,0
Boni,France,Female,38.0,568.0,,258972.56,0.0,1.0,1.0,10.0,0
Kwemtochukwu,France,Male,25.0,658.0,10000.0,357896.8,0.0,2.0,1.0,10.0,0
Streeten,France,Male,49.0,850.0,254972.94,129496.38,0.0,1.0,1.0,16.0,0
Castiglione,Germany,Female,31.0,619.0,122232.6,14363.88,0.0,2.0,0.0,7.0,0
Cremonesi,France,Female,37.0,513.0,10000.0,,1.0,2.0,0.0,19.0,0
Seleznev,Spain,Female,36.0,653.0,10000.0,231051.2,0.0,2.0,0.0,10.0,0
Wu,Germany,Male,42.0,633.0,262082.04,33593.78,0.0,1.0,1.0,10.0,0
Stevenson,France,Female,45.0,567.0,10000.0,252106.38,,2.0,1.0,13.0,0
Yeh,Spain,Female,36.0,850.0,320361.12,348831.08,0.0,2.0,0.0,7.0,0
Krichauff,France,Female,34.0,700.0,162645.38,266272.58,1.0,1.0,0.0,7.0,0
McIntyre,Spain,Male,34.0,683.0,239219.1,60678.58,0.0,2.0,1.0,,0
Nwankwo,Spain,Male,24.0,635.0,10000.0,,1.0,2.0,1.0,,0
Huang,France,Female,28.0,674.0,10000.0,113073.98,1.0,1.0,0.0,10.0,0
Harvey,France,Male,36.0,704.0,238740.82,143620.96,0.0,1.0,1.0,10.0,0
Chambers,France,Female,40.0,645.0,269193.54000000004,216465.2,1.0,1.0,1.0,10.0,0
Fang,Spain,Female,48.0,454.0,299675.58,196303.54,1.0,,1.0,16.0,0
Marshall,,Male,32.0,642.0,10000.0,187397.66,1.0,2.0,,10.0,0
McMillan,France,Male,32.0,786.0,10000.0,,1.0,2.0,0.0,28.0,0
Nicholas,France,Female,40.0,556.0,10000.0,134225.4,1.0,2.0,0.0,25.0,0
Fomin,Germany,Female,,767.0,299506.42,274961.5,1.0,1.0,1.0,,0
McLean,Spain,Male,37.0,600.0,365314.7,164284.64,1.0,1.0,1.0,25.0,0
Longo,Spain,Female,40.0,689.0,318503.34,246639.0,0.0,1.0,1.0,16.0,0
Bancroft,France,Female,34.0,623.0,10000.0,58510.42,1.0,1.0,0.0,28.0,0
Wunder,France,Female,39.0,429.0,106047.66,159741.98,1.0,1.0,0.0,19.0,0
Lockington,Germany,Male,,704.0,228053.6,96234.2,1.0,2.0,1.0,13.0,0
Talbot,Spain,Female,43.0,496.0,10000.0,409011.06,0.0,2.0,1.0,10.0,0
Pai,France,Female,34.0,661.0,10000.0,381111.26,1.0,,0.0,1.0,0
Kennedy,France,Female,34.0,,233339.36,124059.32,,1.0,0.0,7.0,0
Baird,France,Female,36.0,587.0,279994.98,99376.16,1.0,2.0,0.0,4.0,0
Graham,France,Male,36.0,468.0,133273.94,225574.84,0.0,1.0,0.0,10.0,0
Francis,Germany,Female,29.0,521.0,184425.6,11989.72,1.0,1.0,1.0,7.0,0
Chang,Spain,Female,37.0,731.0,267864.8,371425.04,1.0,1.0,1.0,4.0,0
Han,France,Female,24.0,613.0,290907.82,268002.6,1.0,1.0,0.0,22.0,0
Game,Spain,Female,43.0,700.0,10000.0,128950.7,1.0,2.0,,1.0,0
Woods,France,Male,40.0,850.0,163828.42,358366.88,1.0,1.0,0.0,4.0,0
Chukwuhaenye,Spain,Male,45.0,712.0,235989.3,406797.36,0.0,1.0,0.0,19.0,0
Pisano,France,Male,35.0,551.0,269434.6,183874.4,0.0,2.0,0.0,22.0,0
Chigbogu,France,Male,59.0,817.0,247925.16,251639.16,1.0,1.0,1.0,4.0,0
Bowhay,,Male,43.0,593.0,,,1.0,2.0,1.0,28.0,0
Pisano,,Female,37.0,704.0,321239.16,280177.16,,1.0,1.0,28.0,0
Shen,France,Female,24.0,709.0,231898.82,347031.22,1.0,1.0,1.0,10.0,0
Buckley,France,Male,35.0,642.0,,254509.72,0.0,1.0,1.0,7.0,0
Hung,France,Female,44.0,623.0,10000.0,344324.86,0.0,2.0,0.0,19.0,0
Ts'ao,Spain,Male,32.0,774.0,10000.0,31208.96,1.0,2.0,0.0,28.0,0
Nwabugwu,Germany,Female,37.0,741.0,351680.16,229686.32,0.0,,0.0,,0
Shcherbakov,France,,,,10000.0,18585.44,1.0,2.0,0.0,28.0,0
Yeh,France,Female,37.0,724.0,147197.12,325725.64,,1.0,0.0,31.0,0
Chuang,Germany,Female,36.0,628.0,192573.02,136171.88,1.0,1.0,0.0,10.0,0
Fowler,France,Female,36.0,666.0,10000.0,327333.98,0.0,1.0,1.0,25.0,0
Udinesi,Germany,Male,41.0,466.0,314204.36,373759.12,1.0,2.0,0.0,7.0,0
Brown,France,Female,40.0,724.0,230108.9,183901.44,1.0,1.0,1.0,19.0,0
Garcia,France,Female,39.0,636.0,246672.28,379383.54,1.0,1.0,0.0,10.0,0
Ts'ao,Germany,Female,23.0,708.0,152866.16,217395.14,1.0,1.0,0.0,13.0,0
Hsiung,Germany,Female,33.0,488.0,290004.7,257227.62,1.0,1.0,0.0,13.0,0
Wieck,Germany,Male,,634.0,216195.7,325154.58,1.0,1.0,1.0,25.0,0
Kung,France,Female,36.0,652.0,235037.42,230842.62,0.0,2.0,1.0,19.0,0
Olisaemeka,France,Male,40.0,622.0,209599.52,404744.26,1.0,2.0,0.0,13.0,0
Johnstone,France,Female,32.0,478.0,152374.48,231187.24,1.0,1.0,1.0,19.0,0
Gallagher,Germany,Female,19.0,572.0,287314.16,42323.64,1.0,1.0,1.0,4.0,0
Wall,Spain,Female,25.0,697.0,175863.7,266747.76,,2.0,1.0,16.0,0
Alexeeva,Spain,Male,30.0,575.0,10000.0,174445.72,1.0,2.0,1.0,7.0,0
Burke,France,Male,31.0,816.0,10000.0,66814.8,1.0,2.0,1.0,25.0,0
Benford,France,Female,39.0,675.0,10000.0,176838.3,0.0,2.0,0.0,19.0,0
Ansell,Germany,Male,37.0,578.0,281301.76,408856.38,1.0,1.0,0.0,4.0,0
Brennan,France,Female,46.0,589.0,224477.7,84048.56,1.0,2.0,0.0,31.0,0
Ogle,Spain,Male,32.0,629.0,10000.0,40809.28,1.0,2.0,1.0,10.0,0
Hill,France,Male,34.0,672.0,10000.0,,1.0,2.0,0.0,28.0,0
Amechi,Spain,Female,38.0,698.0,353696.76,43914.9,0.0,1.0,,4.0,0
Chiawuotu,Germany,Female,62.0,584.0,285454.68,252205.8,0.0,2.0,1.0,28.0,0
Conti,France,Male,36.0,809.0,147763.18,228270.22,0.0,2.0,1.0,28.0,0
Li,France,Female,33.0,758.0,10000.0,175992.94,0.0,2.0,0.0,22.0,0
Connely,France,,,755.0,178568.96,135703.2,1.0,2.0,1.0,16.0,0
Dodds,France,Male,,538.0,279504.16,335023.1,1.0,1.0,0.0,4.0,0
Okeke,France,Female,35.0,606.0,281968.3,383557.78,1.0,2.0,0.0,1.0,0
Verco,France,Female,35.0,571.0,10000.0,179138.26,0.0,2.0,0.0,25.0,0
McDonald,France,Male,41.0,732.0,10000.0,351772.34,1.0,2.0,1.0,25.0,0
Cattaneo,France,Female,39.0,705.0,194449.12,119034.5,1.0,1.0,1.0,10.0,0
Alexeeva,Spain,Male,30.0,575.0,10000.0,174445.72,1.0,2.0,1.0,7.0,0
Ibrahimova,Spain,Female,33.0,628.0,10000.0,386386.5,1.0,1.0,1.0,10.0,0
Liao,Spain,Male,42.0,620.0,252980.1,68593.48000000001,1.0,1.0,1.0,28.0,0
Munro,Germany,Female,31.0,850.0,112586.94,81069.36,0.0,1.0,0.0,10.0,0
Chin,,Male,48.0,643.0,10000.0,359458.6,1.0,2.0,0.0,25.0,0
Asher,France,Male,37.0,,206373.4,356773.9,0.0,1.0,,16.0,0
Shen,Germany,Female,64.0,579.0,300430.86,338167.44,1.0,1.0,1.0,19.0,0
Chiebuka,Germany,Female,36.0,580.0,,34199.34,1.0,1.0,1.0,10.0,0
Fu,France,Female,37.0,581.0,218510.06,183218.74,1.0,1.0,0.0,31.0,0
Ch'ang,France,Male,77.0,639.0,171852.04,121658.5,1.0,2.0,1.0,19.0,0
Zito,Germany,Female,43.0,611.0,264432.62,45826.5,0.0,2.0,1.0,28.0,0
Palermo,France,Female,31.0,498.0,10000.0,37785.14,1.0,2.0,,31.0,0
Ramsey,France,Male,32.0,742.0,330970.32,68046.06,1.0,1.0,0.0,19.0,0
Hou,France,Male,20.0,539.0,176919.72,303505.34,1.0,1.0,1.0,1.0,0
Andreev,France,Female,72.0,677.0,10000.0,317208.88,1.0,2.0,1.0,25.0,0
Cawthorne,France,Female,32.0,688.0,10000.0,365215.54,0.0,2.0,1.0,16.0,0
Ulyanov,,Female,32.0,786.0,218672.86,,0.0,2.0,0.0,7.0,0
Buccho,Spain,Female,46.0,589.0,10000.0,346738.74,0.0,2.0,1.0,31.0,0
Docherty,Germany,Female,43.0,613.0,291363.36,50268.14,0.0,1.0,1.0,13.0,0
Lombardo,Germany,Male,38.0,552.0,274542.24,103124.04,1.0,2.0,1.0,31.0,0
Marshall,France,Male,31.0,806.0,10000.0,290336.72,0.0,2.0,1.0,28.0,0
Kirwan,Spain,Female,42.0,601.0,203527.78,408485.3,1.0,1.0,1.0,13.0,0
Crace,France,Female,28.0,711.0,10000.0,220319.78,0.0,2.0,0.0,25.0,0
Vasilyeva,France,Male,36.0,664.0,10000.0,200745.28,1.0,2.0,1.0,4.0,0
Lombardi,France,Male,38.0,518.0,,334609.18,0.0,1.0,1.0,10.0,0
William,France,Male,37.0,634.0,240691.72,347563.6,0.0,2.0,0.0,16.0,0
Lombardi,France,Male,38.0,518.0,,334609.18,0.0,1.0,1.0,10.0,0
Chikelu,France,Male,,811.0,245598.56,374744.7,1.0,,1.0,22.0,0
Hamilton,France,Male,30.0,694.0,299368.06,73610.98000000001,1.0,1.0,1.0,31.0,0
Chuang,Spain,Female,31.0,820.0,198445.06,217141.6,1.0,1.0,0.0,7.0,0
Schiavone,Spain,Male,39.0,517.0,10000.0,34931.020000000004,0.0,2.0,1.0,10.0,0
Fennell,,Male,36.0,443.0,150876.02,123874.86,0.0,2.0,1.0,19.0,0
T'ang,Spain,Male,30.0,775.0,10000.0,124922.26,0.0,2.0,1.0,13.0,0
Gordon,Spain,Female,57.0,525.0,301930.66,138896.72,1.0,1.0,1.0,7.0,0
Millar,Germany,Male,36.0,671.0,243390.54,396403.72,0.0,1.0,,7.0,0
Austin,,Male,38.0,732.0,367575.08,401521.06,1.0,1.0,1.0,16.0,0
Service,France,Male,43.0,635.0,254396.42,368289.08,0.0,2.0,1.0,31.0,0
Burgess,Spain,Male,39.0,702.0,10000.0,209308.26,,2.0,0.0,25.0,0
Forster,Germany,Male,44.0,850.0,,382571.04,0.0,2.0,1.0,10.0,0
Kang,Spain,Female,35.0,555.0,10000.0,213334.0,1.0,2.0,0.0,4.0,0
Bold,France,Male,41.0,465.0,244442.3,346561.9,,1.0,0.0,28.0,0
Trentini,Spain,Female,41.0,708.0,10000.0,324007.98,0.0,1.0,1.0,16.0,0
Igwebuike,Germany,Male,36.0,,229898.1,153365.08,0.0,2.0,1.0,7.0,0
Rischbieth,,Female,29.0,797.0,10000.0,275950.78,1.0,2.0,1.0,4.0,0
Combes,,Male,34.0,689.0,340624.54,320991.26,1.0,1.0,0.0,4.0,0
Stevens,Spain,Male,41.0,553.0,299949.1,48689.84,1.0,1.0,1.0,19.0,0
Kiernan,Spain,Male,22.0,669.0,10000.0,362327.48,1.0,2.0,0.0,31.0,0
Walton,France,Male,35.0,525.0,340717.54,199477.08,0.0,,1.0,22.0,0
Wheeler,France,Male,47.0,672.0,10000.0,193149.84,0.0,1.0,,4.0,0
Uvarova,France,Female,,763.0,241303.2,219412.58,1.0,2.0,1.0,22.0,0
Graham,France,Female,36.0,493.0,307335.62,122185.02,1.0,2.0,0.0,16.0,0
Bellucci,France,Female,,647.0,235337.4,255168.58,0.0,1.0,1.0,19.0,0
Sievier,Germany,Female,26.0,638.0,220499.52,56982.18,1.0,2.0,1.0,4.0,0
Welsh,France,Male,26.0,732.0,10000.0,318729.32,1.0,2.0,0.0,22.0,0
Williams,France,Female,31.0,640.0,,107281.54,1.0,1.0,0.0,,0
Chibueze,France,Female,29.0,850.0,10000.0,409551.34,1.0,2.0,1.0,31.0,0
Watson,France,Male,39.0,752.0,10000.0,386374.1,1.0,1.0,0.0,10.0,0
Tu,France,Female,44.0,733.0,346331.68,404386.98,0.0,1.0,1.0,19.0,0
Obiuto,France,Female,53.0,571.0,10000.0,66091.54000000001,1.0,2.0,0.0,7.0,0
Yefimova,France,Male,49.0,615.0,10000.0,109744.66,1.0,2.0,1.0,10.0,0
Mahon,Germany,Female,29.0,835.0,,222553.1,0.0,2.0,0.0,31.0,0
Mills,France,Female,33.0,593.0,201854.08,408956.1,1.0,1.0,0.0,1.0,0
Mai,France,Female,32.0,624.0,168737.74,,1.0,2.0,1.0,7.0,0
Chiganu,Spain,Male,34.0,574.0,10000.0,66539.72,0.0,2.0,,16.0,0
Brownlow,France,Male,38.0,534.0,10000.0,297876.54,0.0,1.0,0.0,10.0,0
Tsui,Spain,Male,39.0,679.0,10000.0,34532.119999999995,1.0,2.0,0.0,19.0,0
Lysaght,France,Male,34.0,755.0,10000.0,327632.06,1.0,2.0,1.0,10.0,0
Huang,France,Female,28.0,674.0,10000.0,113073.98,1.0,1.0,0.0,10.0,0
Yevseyev,Spain,Male,66.0,526.0,274089.2,326731.78,1.0,2.0,1.0,22.0,0
Etheridge,France,Male,35.0,598.0,238425.2,158645.7,1.0,1.0,1.0,25.0,0
Stephenson,France,Male,34.0,680.0,296585.9,143052.02,1.0,1.0,0.0,10.0,0
Williams,France,Male,47.0,694.0,10000.0,405057.24,1.0,2.0,0.0,13.0,0
Williamson,Spain,Female,66.0,597.0,10000.0,151065.06,1.0,1.0,1.0,10.0,0
Abbott,,Male,29.0,850.0,10000.0,31345.08,1.0,2.0,1.0,19.0,0
Hsing,France,Male,33.0,720.0,10000.0,295912.96,1.0,2.0,1.0,28.0,0
Coles,Germany,Male,48.0,640.0,233198.64,281991.16,0.0,1.0,1.0,4.0,0
Kerr,Spain,Female,31.0,671.0,10000.0,168540.04,0.0,2.0,1.0,13.0,0
She,Spain,Female,37.0,532.0,10000.0,23523.68,0.0,2.0,1.0,16.0,0
Iweobiegbunam,France,Male,31.0,564.0,231054.34,184121.54,1.0,1.0,1.0,1.0,0
Lung,France,Male,50.0,560.0,10000.0,179063.58,1.0,2.0,0.0,,0
Mai,Germany,Female,35.0,683.0,274742.6,382247.14,,2.0,0.0,4.0,0
Fu,France,Male,45.0,628.0,10000.0,203725.12,1.0,2.0,1.0,,0
Holbrook,Germany,Male,32.0,667.0,217693.3,51121.38,1.0,1.0,0.0,1.0,0
Pagnotto,,,36.0,785.0,280876.8,,0.0,1.0,0.0,13.0,0
Ulyanova,Germany,Female,31.0,568.0,133184.28,133593.28,1.0,,1.0,4.0,0
Garcia,Spain,,46.0,581.0,168770.42,386985.64,0.0,2.0,,7.0,0
Trentini,Germany,Male,43.0,553.0,180401.64,331148.18,,2.0,1.0,19.0,0
Nucci,Spain,Female,41.0,614.0,303995.28,285582.36,0.0,2.0,0.0,22.0,0
Booth,France,Male,42.0,694.0,323728.4,,0.0,2.0,,10.0,0
McConnell,Spain,Female,32.0,786.0,239025.18,41593.32,1.0,1.0,0.0,19.0,0
Folliero,France,Female,26.0,630.0,10000.0,375224.76,1.0,2.0,,16.0,0
Teng,France,Male,42.0,519.0,10000.0,212971.44,1.0,2.0,1.0,25.0,0
Cox,France,Female,35.0,706.0,366065.06,94363.36,0.0,1.0,1.0,25.0,0
McNeil,France,Female,26.0,756.0,213282.28,,0.0,2.0,1.0,16.0,0
Wilson,Germany,Male,,698.0,203562.78,316747.42,1.0,1.0,1.0,25.0,0
Fraser,Germany,Female,44.0,671.0,179490.06,79347.96,0.0,2.0,1.0,1.0,0
Allen,France,Female,30.0,550.0,10000.0,188432.58,1.0,2.0,0.0,13.0,0
Sherrod,France,Male,34.0,675.0,10000.0,379684.42,1.0,2.0,1.0,25.0,0
Venables,Spain,Male,44.0,548.0,10000.0,43979.54,1.0,,0.0,25.0,0
Stevenson,Spain,Male,32.0,656.0,283926.24,277628.56,1.0,1.0,0.0,16.0,0
Woronoff,France,Male,40.0,,10000.0,211455.36,0.0,2.0,0.0,16.0,0
Davies,France,Female,39.0,623.0,331806.4,167548.72,,1.0,0.0,4.0,0
Uspensky,France,Female,44.0,716.0,10000.0,314216.94,1.0,1.0,1.0,4.0,0
Shao,France,Male,19.0,660.0,265299.28,90737.3,1.0,1.0,1.0,16.0,0
Romani,Spain,Male,35.0,624.0,10000.0,184621.18,1.0,2.0,0.0,7.0,0
Tsao,France,Male,,521.0,10000.0,11307.16,0.0,2.0,1.0,22.0,0
Palerma,France,Male,43.0,678.0,214676.38,169299.24,1.0,1.0,1.0,16.0,0
Fang,France,Male,33.0,670.0,263359.38,88902.18,1.0,1.0,1.0,25.0,0
Abrego,Germany,Female,23.0,702.0,207550.46,239207.92,1.0,1.0,0.0,22.0,0
Marsh,France,Female,39.0,582.0,,394510.3,1.0,,0.0,4.0,0
Clendinnen,France,Male,29.0,662.0,304185.3,31856.6,1.0,1.0,0.0,16.0,0
William,France,Male,37.0,634.0,240691.72,347563.6,0.0,2.0,0.0,16.0,0
Thompson,Germany,Male,44.0,563.0,220014.62,405624.32,1.0,2.0,1.0,22.0,0
Johnston,France,Female,27.0,712.0,276019.02,263618.3,1.0,1.0,0.0,7.0,0
Anayolisa,Germany,Male,29.0,747.0,245452.66,360796.68,1.0,1.0,1.0,22.0,0
Pan,France,Female,65.0,803.0,313319.04,23860.34,0.0,2.0,1.0,7.0,0
Panicucci,Spain,Male,39.0,480.0,253253.8,174876.26,1.0,1.0,1.0,16.0,0
Ingle,,Female,53.0,609.0,10000.0,258436.54,1.0,2.0,1.0,19.0,0
Hancock,Spain,Male,40.0,657.0,10000.0,115981.4,1.0,2.0,1.0,,0
Chung,France,Male,45.0,535.0,10000.0,261316.56,1.0,2.0,0.0,7.0,0
Hoelscher,France,Male,23.0,667.0,10000.0,193146.38,1.0,2.0,0.0,4.0,0
Bidencope,Spain,Female,26.0,612.0,10000.0,369561.48,1.0,2.0,1.0,13.0,0
Akobundu,France,Male,39.0,557.0,302400.02,365889.28,1.0,1.0,0.0,25.0,0
Nwebube,Spain,Male,37.0,644.0,10000.0,202885.72,1.0,2.0,1.0,28.0,0
Macleod,France,Male,33.0,807.0,213905.94,366307.3,1.0,2.0,0.0,31.0,0
Ugochukwu,France,,38.0,700.0,141925.26,211900.96,1.0,1.0,1.0,28.0,0
Blue,Spain,Male,37.0,590.0,10000.0,277071.98,,2.0,0.0,4.0,0
Wall,France,Female,38.0,567.0,261755.3,225683.54,1.0,2.0,1.0,4.0,0
